Date,Open,High,Low,Close,Volume
12/23/1981,0.3884,0.3906,0.3884,0.3884,7224007
12/24/1981,0.3906,0.3929,0.3906,0.3906,7229607
12/28/1981,0.3728,0.3772,0.3728,0.3728,9144809
12/29/1981,0.3795,0.3839,0.3795,0.3795,6059206
12/30/1981,0.3951,0.3973,0.3951,0.3951,8047208
12/31/1981,0.3951,0.3973,0.3951,0.3951,13664014
1/4/1982,0.3929,0.3951,0.3929,0.3929,17813618
1/5/1982,0.3728,0.3772,0.3728,0.3728,8960009
1/6/1982,0.3683,0.3705,0.3683,0.3683,16520017
1/7/1982,0.3393,0.3437,0.3393,0.3393,17511218
1/8/1982,0.3549,0.3571,0.3549,0.3549,14151214
1/11/1982,0.3326,0.3348,0.3326,0.3326,8332808.5
1/12/1982,0.3214,0.3237,0.3214,0.3214,14980015
1/13/1982,0.3192,0.3214,0.3192,0.3192,10438410
1/14/1982,0.3348,0.3371,0.3348,0.3348,6428806.5
1/15/1982,0.3571,0.3616,0.3571,0.3571,11676012
1/18/1982,0.3639,0.3683,0.3639,0.3639,7000007
1/19/1982,0.3549,0.3594,0.3549,0.3549,13876814
1/20/1982,0.3616,0.3639,0.3616,0.3616,6456806.5
1/21/1982,0.3683,0.3705,0.3683,0.3683,8332808.5
1/22/1982,0.3705,0.3728,0.3705,0.3705,6064806
1/25/1982,0.3594,0.3616,0.3594,0.3594,11177611
1/26/1982,0.346,0.3505,0.346,0.346,5303205.5
1/27/1982,0.3482,0.3527,0.3482,0.3482,7840008
1/28/1982,0.3594,0.3616,0.3594,0.3594,9900810
1/29/1982,0.3639,0.3661,0.3639,0.3639,13288813
2/1/1982,0.3594,0.3639,0.3594,0.3594,9632010
2/2/1982,0.3616,0.3661,0.3616,0.3616,13568814
2/3/1982,0.3616,0.3639,0.3616,0.3616,7868008
2/4/1982,0.3527,0.3549,0.3527,0.3527,5510405.5
2/5/1982,0.3527,0.3549,0.3527,0.3527,10074410
2/8/1982,0.3304,0.3326,0.3304,0.3304,7924008
2/9/1982,0.3304,0.3326,0.3304,0.3304,14476014
2/10/1982,0.3348,0.3371,0.3348,0.3348,9699210
2/11/1982,0.3304,0.3326,0.3304,0.3304,6132006
2/12/1982,0.3348,0.3371,0.3348,0.3348,4911205
2/16/1982,0.3281,0.3304,0.3281,0.3281,8579209
2/17/1982,0.3326,0.3348,0.3326,0.3326,6395206.5
2/18/1982,0.3371,0.3393,0.3371,0.3371,7095207
2/19/1982,0.3348,0.3371,0.3348,0.3348,3399203.5
2/22/1982,0.3304,0.3326,0.3304,0.3304,6658406.5
2/23/1982,0.3259,0.3281,0.3259,0.3259,8635209
2/24/1982,0.3281,0.3304,0.3281,0.3281,9486409
2/25/1982,0.3259,0.3281,0.3259,0.3259,7700007.5
2/26/1982,0.3259,0.3281,0.3259,0.3259,4356804.5
3/1/1982,0.3281,0.3304,0.3281,0.3281,8825609
3/2/1982,0.3281,0.3304,0.3281,0.3281,8702409
3/3/1982,0.3281,0.3304,0.3281,0.3281,5913606
3/4/1982,0.3214,0.3237,0.3214,0.3214,9592810
3/5/1982,0.2969,0.2991,0.2969,0.2969,11328811
